id, drugname, comment
2,topamax,"I have been taking topamax for about 2 1/2 months. My neurologist wanted to work me up to 100mg. BUT my brain just couldn't take it. Once I got to 75 mg, I became VERY depressed, bi-polarish, sad, anti-social. I became a crying zombie. I could deal with the tingling and the funny tastes in my mouth, but I couldn't deal with the depression. I would cry over the smallest things.. I cried over my husband washing dishes. I called my doctor, he told me to go back down to 50mg. I stayed on 50 mg for about 2 or 3 weeks when I noticed that nothing changed. I was still depressed, probably even worse then before. I even have fits of rage. I didn't like the doctor I went to (too many reasons to name) so I am switching doctors. My appointment is June 12th. I want different medicine. Possibly even an anti-depressant.. ... more »I have been taking topamax for about 2 1/2 months. My neurologist wanted to work me up to 100mg. BUT my brain just couldn't take it. Once I got to 75 mg, I became VERY depressed, bi-polarish, sad, anti-social. I became a crying zombie. I could deal with the tingling and the funny tastes in my mouth, but I couldn't deal with the depression. I would cry over the smallest things.. I cried over my husband washing dishes. I called my doctor, he told me to go back down to 50mg. I stayed on 50 mg for about 2 or 3 weeks when I noticed that nothing changed. I was still depressed, probably even worse then before. I even have fits of rage. I didn't like the doctor I went to (too many reasons to name) so I am switching doctors. My appointment is June 12th. I want different medicine. Possibly even an anti-depressant.."
3,topamax,"My husband was prescribed Topamax for migraine headaches.  He was taking it for only a few days when he began having increased irritability.  After a week he had a psychotic episode and went into a total rage.  He started screaming at me and smashing ... more »My husband was prescribed Topamax for migraine headaches.  He was taking it for only a few days when he began having increased irritability.  After a week he had a psychotic episode and went into a total rage.  He started screaming at me and smashing things.  He turned over the coffee table and was threatening toward me, giving me no choice but to call 911. It was only after my husband was in jail with a domestic violence charge did I realize that it was the Topamax that was the cause.  Still hoping we can convince the judge when his trial date comes up....."
4,topamax,"Hello I am starting to take topomax once again after 8 years.  I have neuropathic pain and am taking 25mg twice a day.  This is the fourth week and did not think I would make it this far.  As a matter of fact I quit for two day and am now back on it.  It ... more »Hello I am starting to take topomax once again after 8 years.  I have neuropathic pain and am taking 25mg twice a day.  This is the fourth week and did not think I would make it this far.  As a matter of fact I quit for two day and am now back on it.  It does help with the pain but have found since I went back on after two days off about four hours after the first pill in the morning I get very very sice for about 2 hours like a huge case of the flu only really bad and then it goes away?? Now I do not remember this happening the last time or any of the other nauseau I had the first few weeks or flue like symptoms.  However I feel my body is starting to get used to it.  I am fighting however mentally as to what I really want.  Do I want to take this and feel tired all the time but have less pain?? I know my Doctor will want to increase this dose as I remember I took 100 mg the last time and will not go up from this 25 mg twice a day.  So I have to decide what to do as I take an antidepressant and antianxiety embarrassing but I do.  Any thoughts?
Thank you,
Suse4"
0,yaz,"I took the yaz pill for about 3 months 3 years ago (i am now almost 23) and I noticed in the span of four days (during which I had zero stress and was madly in love w my boyfriend) I started crying for no reason and lost that madly-in-love feeling, as well ... more »I took the yaz pill for about 3 months 3 years ago (i am now almost 23) and I noticed in the span of four days (during which I had zero stress and was madly in love w my boyfriend) I started crying for no reason and lost that madly-in-love feeling, as well as all emotion except sadness. I knew it was the pill and got off but no doctor believed it could possibly be the cause.  The extreme panic attacks stopped a week after stopping the pill but the anxiety and lack of emotion has remained for 3 years now. I am on and off anxiety meds now.  I used to have that madly in love feeling and I considered myself a really strong person emotionally but all that flew out the window in 4 freaking days! I can ""fake"" emotions now but it is like there is a disconnect between my brain and my emotions. For ex I may think/know something is funny but I emotionally have to force a laugh or smile.  It comes as second nature now but you never really forget what it was like before and what normal feels like. I hope some dr starts realizing the emotional connection to this med and they all stop prescribing it.  I even have a friend on the pill and she is having same problems now but keeps listening to docs and won't stop taking the pill. Worst Med Ever Created! Thanks Bayer!"
1,yaz,"I've been on yaz for 4 months now and have been trying to find ""the right pill for me"" for over a year. Everything I take either makes me sick, crazy, has gross side effects, or all of the above. Every month I've been on yaz I have had difficulty while ... more »I've been on yaz for 4 months now and have been trying to find ""the right pill for me"" for over a year. Everything I take either makes me sick, crazy, has gross side effects, or all of the above. Every month I've been on yaz I have had difficulty while urinating, and a white discharge associated with a yeast infection. It's disgusting to me because I have only had one yeast infection in my life before Yaz and it was caused my changing my pill previously. I also have the sex drive of a nun, literally. (p.s. I'm 20 YEARS OLD!, This is just not ok for me) And this last side effect has been freaking me out fr weeks until I finally spoke to my Pharmacist. I woke up and smelled coffee, dirty laundry and fabric softener. My room is clean and the laundry room is 4 doors down from mine, a good distance away. The kitchen is across my house from my bedroom. All day I smell the complexity of everything and I ran around my house with febreeze thinking that everything stunk (I am a neat freak btw and no one in my house could smell anything) Candles stink, shampoo is over the top, going outside was literally painful for my nose to handle the scents. Apparently only 2% of the population have this side effect according to my pharm. Lucky me. Neadless to say I am going off of this awful pill ASAP"
2,yaz,"Hello-    I feel like I ma having similar side effects from  my pill - Ortho TriCyclen.  Since i am a young woman and quite vain, the most concerning to me is the hair loss.  Once you went off the pill, did you experiecne the ""dread shed""  also, how is ... more »Hello-"
3,yaz,"I've posted before about my horrible experience with Yaz and the two years it took to get my body back to some state of normal.  I just want to say, if you take this pill and experience the side effects right away, talk to your doctor and go off of it.  There are plenty of other pills.  My symptoms took 2 years to manifest; but once they did, they went pretty quickly, started with heartburn, then progresed to severe stomach pain, very chronic diaherra, fatigue, weight loss and loss of hair. ... more »I've posted before about my horrible experience with Yaz and the two years it took to get my body back to some state of normal.  I just want to say, if you take this pill and experience the side effects right away, talk to your doctor and go off of it.  There are plenty of other pills.  My symptoms took 2 years to manifest; but once they did, they went pretty quickly, started with heartburn, then progresed to severe stomach pain, very chronic diaherra, fatigue, weight loss and loss of hair."
4,yaz,"So I started taking yaz about a year and a half ago for my acne. When I started it I began to retain alot of water and was bloated all the time and could never go to the bathroom. I tried laxatives and all they did was relieve me for a few hours. I am a ... more »So I started taking yaz about a year and a half ago for my acne. When I started it I began to retain alot of water and was bloated all the time and could never go to the bathroom. I tried laxatives and all they did was relieve me for a few hours. I am a very active person who eats healthy and works out 4 times a week at least. I ended up gaining 15 pounds in 2 months. It got to the point I was so bloated that I was uncomfortable all day. I finally just got off the pill but am still having problems. My digestive tract is all messed up with gas and bloating. I am starving all the time no matter how much I eat. If I eat till im full im hungry 15 minutes later. I worked out hard 6 times a week for 2 months strait to loose the weight and all I did was gain 7 more pounds of muscle and would sometimes get so hungry I would get these bad stomach cramps and had to make myself throw up to feel better. I changed my diet to gluten free and don't eat any processed food. I still can not fill my stomach without it digesting so quickly im hungry right after I eat. Im still bloated, and still can not loose the weight no matter how much I run or how healthy I eat. Can someone please help me figure out what is wrong!!"
5,yaz,"After taking YAZ for 6 months I began having serious nausea and stomach problems like diarrhea and discomfort for no real reason. It's been going on for 3 months now and I have seen my doctor, a GI specialist and even a counselor - because like MANY other posts note, I started getting anxiety- which I have never had before in my 25 years.  ... more »After taking YAZ for 6 months I began having serious nausea and stomach problems like diarrhea and discomfort for no real reason. It's been going on for 3 months now and I have seen my doctor, a GI specialist and even a counselor - because like MANY other posts note, I started getting anxiety- which I have never had before in my 25 years. "
6,yaz,"I have been taking Yaz for almost 4 years now. During these 4 years, I have gone through cycles of severe mood changes. I was convinced I was bipolar for a while. Then last month I missed the first two pills in my pack so I skipped the whole month. It was ... more »I have been taking Yaz for almost 4 years now. During these 4 years, I have gone through cycles of severe mood changes. I was convinced I was bipolar for a while. Then last month I missed the first two pills in my pack so I skipped the whole month. It was the best month I've had in a VERY long time. I was actually happy all the time, which was such a relief. So this month when I started my pills again and started feeling a little depressed and crazy again I finally made the connection.
I have always been a happy, positive person, but I think Yaz has been affecting me very negatively the last few years. Like many other reviewers, I loved Yaz when I first started taking it. It was the first pill I had taken that actually regulated my periods. Around year 2 though I started becoming very disconnected from my friends and any social contact sounded dreadful. This is coming from a sorority girl... my social life used to be the center of my life.
On top of the depression, last year I began to experience heart palpitations and would become very weak and dizzy and black out in the mornings occassionally. I went to the doctor for this issue and they could not figure out why this was happening after running several tests. They noticed my blood pressure was higher than it should be. I was only 20 years old at the time and in great health. The doctor actually thought my symptoms sounded like a heart attack but ruled that out after more tests. I also began have panick attacks around the same time which scared me half to death because I had never experienced anything like that. The smallest thing would have affect me horribly.
The doctor never made the connection between this issues, but after my experience in not taking Yaz last month and reading more information, I can't help but to think this medication is the cause. I also noticed on the Yaz website that abnormal pap results may be a side effect, and my last pap was abnormal after years of perfectly normal paps.
I will definitely be contacting my GYN asap to discuss switching pills. I will say Yaz has been amazing at keeping my cycle regulated and my periods never last over 3 days, but I can't handle the mood swings any longer, they are beginning to severely affect my relationship."
7,yaz,"I took YAZ for 9 months this year and in retrospect, I can see how connected it is with severe symptoms I had.  It cleared up my skin and made my periods regular, which is of course what I noticed most about it.  But about 3 or so months after starting it, I began to have serious stomach problems.  I cycled between constipation and diarrhea, no rhyme or reason to it; I was afraid to eat anything because it would make me so unbelievably nauseous, but then I would get super faint and anxious if I didn't eat every 2 hours or so; I began to have real emotional ties to this stomach problem and would get a depression when I ate and an anxiety around what it was going to do to me.  My doc thought it was a gluten allergy.  I then started getting migraines at about 5 months in and I've never had a migraine in my 26 years on this earth.  I started to notice an extreme fatigue, never feeling like I got enough sleep.  I was also very disinterested in things and had high levels of anxiety and was developing some phobias.  I really thought something was seriously wrong with me and was honestly scared to go to the doctor as I thought I might have cancer or something. ... more »I took YAZ for 9 months this year and in retrospect, I can see how connected it is with severe symptoms I had.  It cleared up my skin and made my periods regular, which is of course what I noticed most about it.  But about 3 or so months after starting it, I began to have serious stomach problems.  I cycled between constipation and diarrhea, no rhyme or reason to it; I was afraid to eat anything because it would make me so unbelievably nauseous, but then I would get super faint and anxious if I didn't eat every 2 hours or so; I began to have real emotional ties to this stomach problem and would get a depression when I ate and an anxiety around what it was going to do to me.  My doc thought it was a gluten allergy.  I then started getting migraines at about 5 months in and I've never had a migraine in my 26 years on this earth.  I started to notice an extreme fatigue, never feeling like I got enough sleep.  I was also very disinterested in things and had high levels of anxiety and was developing some phobias.  I really thought something was seriously wrong with me and was honestly scared to go to the doctor as I thought I might have cancer or something."
8,yaz,"I have been on Yaz for about a year now.  Initially, I noticed very few side effects like I did with other birth controls.  However, for the past few months, I have been severely depressed and extremely anxious.  Oftentimes,  I feel like I cannot even move ... more »I have been on Yaz for about a year now.  Initially, I noticed very few side effects like I did with other birth controls.  However, for the past few months, I have been severely depressed and extremely anxious.  Oftentimes,  I feel like I cannot even move and there is very little that gives me any hope.  I really feel like giving up.  Can depression occur slowly over time with this drug?  I am trying to figure out where this mood change suddenly came from.  Help! "
0,geodon,"Hi,  My psychiatrist started me on a low 20 mg. dose of Geodon. First couple of days on it just had a little grogginess.  About 4 days out on the Sat. after July 4th I got up feeling pretty good but felt a very pronounced internal jitteriness and was ... more »Hi,
My psychiatrist started me on a low 20 mg. dose of Geodon. First couple of days on it just had a little grogginess.  About 4 days out on the Sat. after July 4th I got up feeling pretty good but felt a very pronounced internal jitteriness and was excessively talking and felt pressured to talk (never been this way before in my life) plus had a suicidal thought. Sunday felt okay and then Mon. night felt jittery and had suicidal thought. I have called my doctor to find out what going on. If I felt bad enough would go to ER. Dont want anyone to worry. I have a spouse who takes great care of me and is understanding. Just wondered if the low dose of Geodon can cause you to rapid cycle like that?  Ive never done that before. Doctor increased my Celexa to 30 mg two weeks ago or so.  So weird. Any advice? Thanks."
1,geodon,"well ive been taking geodon for 6 years.though it was very helpful most of that 6 years, i dont want to be on it anymore cause me and my husband want to get pregnant and it is not safe for conception or pregnancy.also staying on it till end of pregnancy ... more »well ive been taking geodon for 6 years.though it was very helpful most of that 6 years, i dont want to be on it anymore cause me and my husband want to get pregnant and it is not safe for conception or pregnancy.also staying on it till end of pregnancy could cause my baby to go thru withdrawl.i want my experience at nbeing a new mom again to be pleasant and healthy for baby, so i figure me going thru withdrawl now is better than my baby going thru withdrawl when born.also geodon in pregnancy can cause malformations of limbs, cleft palate, neurological problems and so on..horrible!..so i was taking 180 mg geodon at night. ive lowered my dose to 120 mg at night.that was 2 days ago.. thus far ive been irritable but okay.im sure it will get worse as i continue to lower my dose every week. ive been taking an increase in haldol 10 mg at night to 5mg 3x a day.. haldol is relatively safe for conception and pregnancy but not in third trimester so im really not sure what i will do..i also started taking benadryl yesterday to help suppress my withdrawl symptoms..i kknow its just a matter of time before i start hallicinating again..but whether that is caused by geodon withdrawl or reoccureence of past pychosis before geodon i dont know..but im going to give this a try..will keep you posted..im scared about syptoms returning and about the withdrawl bbut i cant pass up the opportunity of having a child just because im bipolar..there are safer medications out there.haldol haldol is an old drug and has been studied much.it can have its own side effects but i take cogentin for that and ive had no problems.."
2,geodon,"I was put on Geodon after 2 days in the hospital for suicidal thoughts. I am Bipolar 1 with rapid cycling. The Dr. did not explain a thing about taking the drug, nurses just brought it to be after night meal. 60mg for 3 days then 80 mg... sent home 3 days ... more »I was put on Geodon after 2 days in the hospital for suicidal thoughts. I am Bipolar 1 with rapid cycling. The Dr. did not explain a thing about taking the drug, nurses just brought it to be after night meal. 60mg for 3 days then 80 mg... sent home 3 days later. As my strange symptoms (muscles tightening, body feeling like it was held down by weights, clenching jaw, shaking, dizzy, nauseated, and scared out of my mind) were building, I thought I was getting too much of the drug so I went to the ER on Monday and they gave me an RX for 2 doses of 60mg.... 2 days later on Wednesday morning I saw my primary nurse at my Psychiatrist's office, and she filled a 30 day supply for the 60mg's because I convinced her I needed less, but I liked that I was thinking more clearly than I have in years. (like much less memory problems and not getting lost in the middle of what I am saying and being very very articulate.) I thought I had found a cure to my forgetfulness, and had hope. I was determined to figure out the proper dosage so that I could keep taking it and improve my quality of life. Well, after a couple more days the symptoms were horrific, so I thought, again, that I just did not need as high a dose... called the Dr on Friday and asked him to lower it again, because I was still thinking so clearly. He gave me 20mg's and said to try 20 or 40 and see what worked. That evening I took just 20mg and by midday I started having the symptoms... dizzy, strange sensations all over, and muscle weakness. By 5 PM My body felt so very heavy, like I was melting into the couch I was lying on. It was the exact feeling of coming out of anesthesia after surgery and your body is not ""Awake"" yet. I was terrified... and then it hit me that it was drug WITHDRAWAL, not OVERDOSE like I had been thinking...  Oh my God... it is like being a METH addict. I have to eat and take the drug to get this to stop. A family member helped me to get that done as I was too weak to do it for myself. Another family member came to sit with me and calm me down. About 45 mins after taking a 40mg dose I was calming down and my body was recovering a bit. Enough that I trusted them that I could go to sleep and would not die in my sleep. I got more sleep than the 4 hours I have been sleeping the past week. Unfortunately by 7 this morning the withdrawl was kitchen in again. I ran to the kitchen to eat so I could take the drug. By the time I took it I was as weak as a kitten and terrified again. It took over an hour to settle down some. Enough I could take care of my basic needs for a while. This afternoon by 3PM I knew that the symptoms were returning, so I know I cannot wait 12 hrs to take the next dose. It is now 5 PM and I am going to eat and take a 40mg dose. I do not want to go through another terrifying ordeal. Tomorrow morning at 8 AM I will be sitting at my psychiatrist's office finding out how to get somewhere to get off of this poison. It has taken me 3 times longer than usual to type this due to the muscles tightening and starting to slow down. My mind is still clear. I DON'T UNDERSTAND WHY THIS IS STILL ON THE MARKET!!!!!!!!!!!!!!!!!!!!!!!!!!!
WHAT can we do to get it off???"
0,warfarin-sodium,"I had been taking coumidin for five months and was eperiencing memory loss when I suffered a brief blackout during a very tense moment. I would love to read of other examples of this occuring. I immediately stopped coumidin and started on NattoKinase and ... more »I had been taking coumidin for five months and was eperiencing memory loss when I suffered a brief blackout during a very tense moment. I would love to read of other examples of this occuring. I immediately stopped coumidin and started on NattoKinase and have much reduced clotting, In fact, clots are almost gone. Memory and dizziness ended quuickly after I stopped taking coumidin and no further blackout episodes."
1,warfarin-sodium,"During the last 1 1/2 years, I have suffered severe hearing loss, first my right ear and now my left.  I have regained perhaps 50-60% hearing in my right ear but a few days ago the same symptons reappeared and within 5 days I have lost all hearing in my ... more »During the last 1 1/2 years, I have suffered severe hearing loss, first my right ear and now my left.  I have regained perhaps 50-60% hearing in my right ear but a few days ago the same symptons reappeared and within 5 days I have lost all hearing in my left ear!
I am currently taking prednisone for 7 days.
Has anyone else experienced hearing loss which they attribute to the use of warfarin (coumaden?)  I am desperate for information that might lead me to some sort of enlightenment I could build on.
Ken"
2,warfarin-sodium,"I have a brain injury as a result of carbon monoxide intoxication. During this I had developed bilateral DVT's and they put me on coumadin that was Jan. 2011 and still on it. Reading wat others wrote I see some of those symptoms happening to me. I am ... more »I have a brain injury as a result of carbon monoxide intoxication. During this I had developed bilateral DVT's and they put me on coumadin that was Jan. 2011 and still on it. Reading wat others wrote I see some of those symptoms happening to me. I am currently seeing a hemotologist and he tells me he doesn't know.
Why I am predisposed to clotting, but says if they can figure that
out he can switch me to levenox, but he said continue to take coumadin he also said he was sorry to tell me I may be on it for the rest of my life..."
3,warfarin-sodium,"I had arthroscopy on my right knee in dec 2010.  Two weeks later my leg swelled up from blood clots.  They rushed me to hospital and put me on warfarin.  It is now april.  For the past month I have had SEVERE mid section pains.  It feels like someone has ... more »I had arthroscopy on my right knee in dec 2010.  Two weeks later my leg swelled up from blood clots.  They rushed me to hospital and put me on warfarin.  It is now april.  For the past month I have had SEVERE mid section pains.  It feels like someone has me in a vice crip from the end of the rib cage to the waist.  I thought I had sprained my back but now after reading some of the threads, I believe it is the warfarin.  It is so painful I can hardly move.  I also have gained 10 lbs for no reason at all.  Im suppose to be on this for another 3 months.  I dont think I can last that long!"
4,warfarin-sodium,"The 1960 study of anti-coagulants for pulmonary embolism and/or deep vein thrombosis, which is the basis for current medical practice, was flawed.  Check out [link removed], second article.  Also, go to the Cochrane Group ([link removed]) to see their take on anti-coagulants. ... more »The 1960 study of anti-coagulants for pulmonary embolism and/or deep vein thrombosis, which is the basis for current medical practice, was flawed.  Check out [link removed], second article.  Also, go to the Cochrane Group ([link removed]) to see their take on anti-coagulants."
5,warfarin-sodium,My mom was on Warfarin for 16 days.  On the 15th day she started to hallucinate..Are there any other cases reported of this side effect?  I've read one reader said two years ago that her step-fathers doctors wanted to admit him cause  they think the hallucinations were a side effect of the warfarin he was taking... ... more »My mom was on Warfarin for 16 days.  On the 15th day she started to hallucinate..Are there any other cases reported of this side effect?  I've read one reader said two years ago that her step-fathers doctors wanted to admit him cause  they think the hallucinations were a side effect of the warfarin he was taking...
